# Goxel 0.7.1
# One line per voxel
# X Y Z RRGGBB
-300 7 1 ffffff
-307 8 1 ffffff
-306 8 1 ffffff
-305 8 1 ffffff
-304 8 1 ffffff
-303 8 1 ffffff
-302 8 1 ffffff
-301 8 1 ffffff
-300 8 1 ffffff
-307 9 1 ffffff
-306 9 1 ffffff
-305 9 1 ffffff
-304 9 1 ffffff
-303 9 1 ffffff
-302 9 1 ffffff
-301 9 1 ffffff
-300 9 1 ffffff
-306 10 1 ffffff
-305 10 1 ffffff
-304 10 1 ffffff
-303 10 1 ffffff
-302 10 1 ffffff
-301 10 1 ffffff
-300 10 1 ffffff
-306 6 2 ffffff
-305 6 2 ffffff
-304 6 2 ffffff
-303 6 2 ffffff
-302 6 2 ffffff
-301 6 2 ffffff
-300 6 2 ffffff
-306 7 2 ffffff
-305 7 2 ffffff
-304 7 2 ffffff
-303 7 2 ffffff
-302 7 2 ffffff
-301 7 2 ffffff
-300 7 2 ffffff
-306 8 2 ffffff
-305 8 2 ffffff
-304 8 2 ffffff
-303 8 2 ffffff
-302 8 2 ffffff
-301 8 2 ffffff
-300 8 2 ffffff
-306 9 2 ffffff
-305 9 2 ffffff
-304 9 2 ffffff
-303 9 2 ffffff
-302 9 2 ffffff
-301 9 2 ffffff
-300 9 2 ffffff
-306 10 2 ffffff
-305 10 2 ffffff
-304 10 2 ffffff
-303 10 2 ffffff
-302 10 2 ffffff
-301 10 2 ffffff
-300 10 2 ffffff
-305 6 3 ffffff
-304 6 3 ffffff
-303 6 3 ffffff
-302 6 3 ffffff
-301 6 3 ffffff
-300 6 3 ffffff
-305 7 3 ffffff
-304 7 3 ffffff
-303 7 3 ffffff
-302 7 3 ffffff
-301 7 3 ffffff
-300 7 3 ffffff
-305 8 3 ffffff
-304 8 3 ffffff
-303 8 3 ffffff
-302 8 3 ffffff
-301 8 3 ffffff
-300 8 3 ffffff
-305 9 3 ffffff
-304 9 3 ffffff
-303 9 3 ffffff
-302 9 3 ffffff
-301 9 3 ffffff
-300 9 3 ffffff
-305 10 3 ffffff
-304 10 3 ffffff
-303 10 3 ffffff
-302 10 3 ffffff
-301 10 3 ffffff
-300 10 3 ffffff
-303 6 4 ffffff
-302 6 4 ffffff
-301 6 4 ffffff
-300 6 4 ffffff
-304 7 4 ffffff
-303 7 4 ffffff
-302 7 4 ffffff
-301 7 4 ffffff
-300 7 4 ffffff
-304 8 4 ffffff
-303 8 4 ffffff
-302 8 4 ffffff
-301 8 4 ffffff
-300 8 4 ffffff
-304 9 4 ffffff
-303 9 4 ffffff
-302 9 4 ffffff
-301 9 4 ffffff
-300 9 4 ffffff
-305 10 4 ffffff
-304 10 4 ffffff
-303 10 4 ffffff
-302 10 4 ffffff
-301 10 4 ffffff
-300 10 4 ffffff
-303 6 5 ffffff
-302 6 5 ffffff
-301 6 5 ffffff
-300 6 5 ffffff
-304 7 5 ffffff
-303 7 5 ffffff
-302 7 5 ffffff
-301 7 5 ffffff
-300 7 5 ffffff
-304 8 5 ffffff
-303 8 5 ffffff
-302 8 5 ffffff
-301 8 5 ffffff
-300 8 5 ffffff
-304 9 5 ffffff
-303 9 5 ffffff
-302 9 5 ffffff
-301 9 5 ffffff
-300 9 5 ffffff
-305 10 5 ffffff
-304 10 5 ffffff
-303 10 5 ffffff
-302 10 5 ffffff
-301 10 5 ffffff
-300 10 5 ffffff
-300 5 6 ffffff
-302 6 6 ffffff
-301 6 6 ffffff
-300 6 6 ffffff
-302 7 6 ffffff
-301 7 6 ffffff
-300 7 6 ffffff
-302 8 6 ffffff
-301 8 6 ffffff
-300 8 6 ffffff
-302 9 6 ffffff
-301 9 6 ffffff
-300 9 6 ffffff
-305 10 6 ffffff
-304 10 6 ffffff
-303 10 6 ffffff
-302 10 6 ffffff
-301 10 6 ffffff
-300 10 6 ffffff
-300 5 7 ffffff
-302 6 7 ffffff
-301 6 7 ffffff
-300 6 7 ffffff
-302 7 7 ffffff
-301 7 7 ffffff
-300 7 7 ffffff
-302 8 7 ffffff
-301 8 7 ffffff
-300 8 7 ffffff
-302 9 7 ffffff
-301 9 7 ffffff
-300 9 7 ffffff
-304 10 7 ffffff
-303 10 7 ffffff
-302 10 7 ffffff
-301 10 7 ffffff
-300 10 7 ffffff
-299 2 8 ffffff
-298 2 8 ffffff
-297 2 8 ffffff
-296 2 8 ffffff
-295 2 8 ffffff
-294 2 8 ffffff
-299 3 8 ffffff
-298 3 8 ffffff
-297 3 8 ffffff
-296 3 8 ffffff
-295 3 8 ffffff
-294 3 8 ffffff
-299 4 8 ffffff
-298 4 8 ffffff
-297 4 8 ffffff
-296 4 8 ffffff
-295 4 8 ffffff
-294 4 8 ffffff
-300 5 8 ffffff
-299 5 8 ffffff
-298 5 8 ffffff
-297 5 8 ffffff
-296 5 8 ffffff
-295 5 8 ffffff
-294 5 8 ffffff
-302 6 8 ffffff
-301 6 8 ffffff
-300 6 8 ffffff
-299 6 8 ffffff
-298 6 8 ffffff
-297 6 8 ffffff
-296 6 8 ffffff
-295 6 8 ffffff
-294 6 8 ffffff
-302 7 8 ffffff
-301 7 8 ffffff
-300 7 8 ffffff
-299 7 8 ffffff
-298 7 8 ffffff
-297 7 8 ffffff
-296 7 8 ffffff
-295 7 8 ffffff
-294 7 8 ffffff
-302 8 8 ffffff
-301 8 8 ffffff
-300 8 8 ffffff
-299 8 8 ffffff
-298 8 8 ffffff
-297 8 8 ffffff
-296 8 8 ffffff
-295 8 8 ffffff
-294 8 8 ffffff
-302 9 8 ffffff
-301 9 8 ffffff
-300 9 8 ffffff
-299 9 8 ffffff
-298 9 8 ffffff
-297 9 8 ffffff
-296 9 8 ffffff
-295 9 8 ffffff
-294 9 8 ffffff
-304 10 8 ffffff
-303 10 8 ffffff
-302 10 8 ffffff
-301 10 8 ffffff
-300 10 8 ffffff
-299 10 8 ffffff
-298 10 8 ffffff
-297 10 8 ffffff
-296 10 8 ffffff
-295 10 8 ffffff
-294 10 8 ffffff
-303 11 8 ffffff
-302 11 8 ffffff
-301 11 8 ffffff
-300 11 8 ffffff
-299 11 8 ffffff
-298 11 8 ffffff
-297 11 8 ffffff
-296 11 8 ffffff
-295 11 8 ffffff
-294 11 8 ffffff
-303 12 8 ffffff
-302 12 8 ffffff
-301 12 8 ffffff
-300 12 8 ffffff
-299 12 8 ffffff
-298 12 8 ffffff
-297 12 8 ffffff
-296 12 8 ffffff
-295 12 8 ffffff
-294 12 8 ffffff
-303 13 8 ffffff
-302 13 8 ffffff
-301 13 8 ffffff
-300 13 8 ffffff
-299 13 8 ffffff
-298 13 8 ffffff
-297 13 8 ffffff
-296 13 8 ffffff
-295 13 8 ffffff
-294 13 8 ffffff
-299 14 8 ffffff
-298 14 8 ffffff
-297 14 8 ffffff
-296 14 8 ffffff
-295 14 8 ffffff
-294 14 8 ffffff
-300 5 9 ffffff
-302 6 9 ffffff
-301 6 9 ffffff
-300 6 9 ffffff
-299 6 9 ffffff
-302 7 9 ffffff
-301 7 9 ffffff
-300 7 9 ffffff
-299 7 9 ffffff
-298 7 9 ffffff
-302 8 9 ffffff
-301 8 9 ffffff
-300 8 9 ffffff
-299 8 9 ffffff
-298 8 9 ffffff
-297 8 9 ffffff
-296 8 9 ffffff
-302 9 9 ffffff
-301 9 9 ffffff
-300 9 9 ffffff
-299 9 9 ffffff
-298 9 9 ffffff
-304 10 9 ffffff
-303 10 9 ffffff
-302 10 9 ffffff
-301 10 9 ffffff
-300 10 9 ffffff
-299 10 9 ffffff
-300 5 10 ffffff
-302 6 10 ffffff
-301 6 10 ffffff
-300 6 10 ffffff
-302 7 10 ffffff
-301 7 10 ffffff
-300 7 10 ffffff
-299 7 10 ffffff
-302 8 10 ffffff
-301 8 10 ffffff
-300 8 10 ffffff
-299 8 10 ffffff
-302 9 10 ffffff
-301 9 10 ffffff
-300 9 10 ffffff
-303 10 10 ffffff
-302 10 10 ffffff
-301 10 10 ffffff
-300 10 10 ffffff
-300 5 11 ffffff
-302 6 11 ffffff
-301 6 11 ffffff
-300 6 11 ffffff
-302 7 11 ffffff
-301 7 11 ffffff
-300 7 11 ffffff
-302 8 11 ffffff
-301 8 11 ffffff
-300 8 11 ffffff
-302 9 11 ffffff
-301 9 11 ffffff
-300 9 11 ffffff
-303 10 11 ffffff
-302 10 11 ffffff
-301 10 11 ffffff
-300 10 11 ffffff
-300 5 12 ffffff
-302 6 12 ffffff
-301 6 12 ffffff
-300 6 12 ffffff
-302 7 12 ffffff
-301 7 12 ffffff
-300 7 12 ffffff
-302 8 12 ffffff
-301 8 12 ffffff
-300 8 12 ffffff
-302 9 12 ffffff
-301 9 12 ffffff
-300 9 12 ffffff
-302 10 12 ffffff
-301 10 12 ffffff
-300 10 12 ffffff
-300 5 13 ffffff
-302 6 13 ffffff
-301 6 13 ffffff
-302 7 13 ffffff
-301 7 13 ffffff
-302 8 13 ffffff
-301 8 13 ffffff
-302 9 13 ffffff
-301 9 13 ffffff
-302 10 13 ffffff
-301 10 13 ffffff
-300 10 13 ffffff
-300 5 14 ffffff
-303 6 14 ffffff
-302 6 14 ffffff
-301 6 14 ffffff
-303 7 14 ffffff
-302 7 14 ffffff
-301 7 14 ffffff
-303 8 14 ffffff
-302 8 14 ffffff
-301 8 14 ffffff
-303 9 14 ffffff
-302 9 14 ffffff
-301 9 14 ffffff
-303 10 14 ffffff
-302 10 14 ffffff
-301 10 14 ffffff
-300 10 14 ffffff
-293 2 8 ffffff
-292 2 8 ffffff
-291 2 8 ffffff
-290 2 8 ffffff
-289 2 8 ffffff
-288 2 8 ffffff
-287 2 8 ffffff
-286 2 8 ffffff
-285 2 8 ffffff
-284 2 8 ffffff
-283 2 8 ffffff
-282 2 8 ffffff
-281 2 8 ffffff
-280 2 8 ffffff
-293 3 8 ffffff
-292 3 8 ffffff
-291 3 8 ffffff
-290 3 8 ffffff
-289 3 8 ffffff
-288 3 8 ffffff
-287 3 8 ffffff
-286 3 8 ffffff
-285 3 8 ffffff
-284 3 8 ffffff
-283 3 8 ffffff
-282 3 8 ffffff
-281 3 8 ffffff
-280 3 8 ffffff
-293 4 8 ffffff
-292 4 8 ffffff
-291 4 8 ffffff
-290 4 8 ffffff
-289 4 8 ffffff
-288 4 8 ffffff
-287 4 8 ffffff
-286 4 8 ffffff
-285 4 8 ffffff
-284 4 8 ffffff
-283 4 8 ffffff
-282 4 8 ffffff
-281 4 8 ffffff
-280 4 8 ffffff
-293 5 8 ffffff
-292 5 8 ffffff
-291 5 8 ffffff
-290 5 8 ffffff
-289 5 8 ffffff
-288 5 8 ffffff
-287 5 8 ffffff
-286 5 8 ffffff
-285 5 8 ffffff
-284 5 8 ffffff
-283 5 8 ffffff
-282 5 8 ffffff
-281 5 8 ffffff
-280 5 8 ffffff
-293 6 8 ffffff
-292 6 8 ffffff
-291 6 8 ffffff
-290 6 8 ffffff
-289 6 8 ffffff
-288 6 8 ffffff
-287 6 8 ffffff
-286 6 8 ffffff
-285 6 8 ffffff
-284 6 8 ffffff
-283 6 8 ffffff
-282 6 8 ffffff
-281 6 8 ffffff
-280 6 8 ffffff
-293 7 8 ffffff
-292 7 8 ffffff
-291 7 8 ffffff
-290 7 8 ffffff
-289 7 8 ffffff
-288 7 8 ffffff
-287 7 8 ffffff
-286 7 8 ffffff
-285 7 8 ffffff
-284 7 8 ffffff
-283 7 8 ffffff
-282 7 8 ffffff
-281 7 8 ffffff
-280 7 8 ffffff
-293 8 8 ffffff
-292 8 8 ffffff
-291 8 8 ffffff
-290 8 8 ffffff
-289 8 8 ffffff
-288 8 8 ffffff
-287 8 8 ffffff
-286 8 8 ffffff
-285 8 8 ffffff
-284 8 8 ffffff
-283 8 8 ffffff
-282 8 8 ffffff
-281 8 8 ffffff
-280 8 8 ffffff
-293 9 8 ffffff
-292 9 8 ffffff
-291 9 8 ffffff
-290 9 8 ffffff
-289 9 8 ffffff
-288 9 8 ffffff
-287 9 8 ffffff
-286 9 8 ffffff
-285 9 8 ffffff
-284 9 8 ffffff
-283 9 8 ffffff
-282 9 8 ffffff
-281 9 8 ffffff
-280 9 8 ffffff
-293 10 8 ffffff
-292 10 8 ffffff
-291 10 8 ffffff
-290 10 8 ffffff
-289 10 8 ffffff
-288 10 8 ffffff
-287 10 8 ffffff
-286 10 8 ffffff
-285 10 8 ffffff
-284 10 8 ffffff
-283 10 8 ffffff
-282 10 8 ffffff
-281 10 8 ffffff
-280 10 8 ffffff
-293 11 8 ffffff
-292 11 8 ffffff
-291 11 8 ffffff
-290 11 8 ffffff
-289 11 8 ffffff
-288 11 8 ffffff
-287 11 8 ffffff
-286 11 8 ffffff
-285 11 8 ffffff
-284 11 8 ffffff
-283 11 8 ffffff
-282 11 8 ffffff
-281 11 8 ffffff
-280 11 8 ffffff
-293 12 8 ffffff
-292 12 8 ffffff
-291 12 8 ffffff
-290 12 8 ffffff
-289 12 8 ffffff
-288 12 8 ffffff
-287 12 8 ffffff
-286 12 8 ffffff
-285 12 8 ffffff
-284 12 8 ffffff
-283 12 8 ffffff
-282 12 8 ffffff
-281 12 8 ffffff
-280 12 8 ffffff
-293 13 8 ffffff
-292 13 8 ffffff
-291 13 8 ffffff
-290 13 8 ffffff
-289 13 8 ffffff
-288 13 8 ffffff
-287 13 8 ffffff
-286 13 8 ffffff
-285 13 8 ffffff
-284 13 8 ffffff
-283 13 8 ffffff
-282 13 8 ffffff
-281 13 8 ffffff
-280 13 8 ffffff
-293 14 8 ffffff
-292 14 8 ffffff
-291 14 8 ffffff
-290 14 8 ffffff
-289 14 8 ffffff
-288 14 8 ffffff
-287 14 8 ffffff
-286 14 8 ffffff
-285 14 8 ffffff
-284 14 8 ffffff
-283 14 8 ffffff
-282 14 8 ffffff
-281 14 8 ffffff
-280 14 8 ffffff
-283 3 9 ffffff
-282 3 9 ffffff
-281 3 9 ffffff
-280 3 9 ffffff
-283 4 9 ffffff
-282 4 9 ffffff
-281 4 9 ffffff
-280 4 9 ffffff
-283 5 9 ffffff
-282 5 9 ffffff
-281 5 9 ffffff
-280 5 9 ffffff
-283 6 9 ffffff
-282 6 9 ffffff
-281 6 9 ffffff
-280 6 9 ffffff
-283 7 9 ffffff
-282 7 9 ffffff
-281 7 9 ffffff
-280 7 9 ffffff
-291 8 9 ffffff
-290 8 9 ffffff
-289 8 9 ffffff
-283 8 9 ffffff
-282 8 9 ffffff
-281 8 9 ffffff
-280 8 9 ffffff
-283 9 9 ffffff
-282 9 9 ffffff
-281 9 9 ffffff
-280 9 9 ffffff
-283 10 9 ffffff
-282 10 9 ffffff
-281 10 9 ffffff
-280 10 9 ffffff
-283 11 9 ffffff
-282 11 9 ffffff
-281 11 9 ffffff
-280 11 9 ffffff
-283 12 9 ffffff
-282 12 9 ffffff
-281 12 9 ffffff
-280 12 9 ffffff
-283 13 9 ffffff
-282 13 9 ffffff
-281 13 9 ffffff
-280 13 9 ffffff
-283 14 9 ffffff
-282 14 9 ffffff
-281 14 9 ffffff
-280 14 9 ffffff
-279 2 8 ffffff
-278 2 8 ffffff
-277 2 8 ffffff
-276 2 8 ffffff
-275 2 8 ffffff
-274 2 8 ffffff
-273 2 8 ffffff
-272 2 8 ffffff
-271 2 8 ffffff
-270 2 8 ffffff
-269 2 8 ffffff
-268 2 8 ffffff
-267 2 8 ffffff
-266 2 8 ffffff
-279 3 8 ffffff
-278 3 8 ffffff
-277 3 8 ffffff
-276 3 8 ffffff
-275 3 8 ffffff
-274 3 8 ffffff
-273 3 8 ffffff
-272 3 8 ffffff
-271 3 8 ffffff
-270 3 8 ffffff
-269 3 8 ffffff
-268 3 8 ffffff
-267 3 8 ffffff
-266 3 8 ffffff
-279 4 8 ffffff
-278 4 8 ffffff
-277 4 8 ffffff
-276 4 8 ffffff
-275 4 8 ffffff
-274 4 8 ffffff
-273 4 8 ffffff
-272 4 8 ffffff
-271 4 8 ffffff
-270 4 8 ffffff
-269 4 8 ffffff
-268 4 8 ffffff
-267 4 8 ffffff
-266 4 8 ffffff
-279 5 8 ffffff
-278 5 8 ffffff
-277 5 8 ffffff
-276 5 8 ffffff
-275 5 8 ffffff
-274 5 8 ffffff
-273 5 8 ffffff
-272 5 8 ffffff
-271 5 8 ffffff
-270 5 8 ffffff
-269 5 8 ffffff
-268 5 8 ffffff
-267 5 8 ffffff
-266 5 8 ffffff
-279 6 8 ffffff
-278 6 8 ffffff
-277 6 8 ffffff
-276 6 8 ffffff
-275 6 8 ffffff
-274 6 8 ffffff
-273 6 8 ffffff
-272 6 8 ffffff
-271 6 8 ffffff
-270 6 8 ffffff
-269 6 8 ffffff
-268 6 8 ffffff
-267 6 8 ffffff
-266 6 8 ffffff
-279 7 8 ffffff
-278 7 8 ffffff
-277 7 8 ffffff
-276 7 8 ffffff
-275 7 8 ffffff
-274 7 8 ffffff
-273 7 8 ffffff
-272 7 8 ffffff
-271 7 8 ffffff
-270 7 8 ffffff
-269 7 8 ffffff
-268 7 8 ffffff
-267 7 8 ffffff
-266 7 8 ffffff
-279 8 8 ffffff
-278 8 8 ffffff
-277 8 8 ffffff
-276 8 8 ffffff
-275 8 8 ffffff
-274 8 8 ffffff
-273 8 8 ffffff
-272 8 8 ffffff
-271 8 8 ffffff
-270 8 8 ffffff
-269 8 8 ffffff
-268 8 8 ffffff
-267 8 8 ffffff
-266 8 8 ffffff
-279 9 8 ffffff
-278 9 8 ffffff
-277 9 8 ffffff
-276 9 8 ffffff
-275 9 8 ffffff
-274 9 8 ffffff
-273 9 8 ffffff
-272 9 8 ffffff
-271 9 8 ffffff
-270 9 8 ffffff
-269 9 8 ffffff
-268 9 8 ffffff
-267 9 8 ffffff
-266 9 8 ffffff
-279 10 8 ffffff
-278 10 8 ffffff
-277 10 8 ffffff
-276 10 8 ffffff
-275 10 8 ffffff
-274 10 8 ffffff
-273 10 8 ffffff
-272 10 8 ffffff
-271 10 8 ffffff
-270 10 8 ffffff
-269 10 8 ffffff
-268 10 8 ffffff
-267 10 8 ffffff
-266 10 8 ffffff
-279 11 8 ffffff
-278 11 8 ffffff
-277 11 8 ffffff
-276 11 8 ffffff
-275 11 8 ffffff
-274 11 8 ffffff
-273 11 8 ffffff
-272 11 8 ffffff
-271 11 8 ffffff
-270 11 8 ffffff
-269 11 8 ffffff
-268 11 8 ffffff
-267 11 8 ffffff
-266 11 8 ffffff
-279 12 8 ffffff
-278 12 8 ffffff
-277 12 8 ffffff
-276 12 8 ffffff
-275 12 8 ffffff
-274 12 8 ffffff
-273 12 8 ffffff
-272 12 8 ffffff
-271 12 8 ffffff
-270 12 8 ffffff
-269 12 8 ffffff
-268 12 8 ffffff
-267 12 8 ffffff
-266 12 8 ffffff
-279 13 8 ffffff
-278 13 8 ffffff
-277 13 8 ffffff
-276 13 8 ffffff
-275 13 8 ffffff
-274 13 8 ffffff
-273 13 8 ffffff
-272 13 8 ffffff
-271 13 8 ffffff
-270 13 8 ffffff
-269 13 8 ffffff
-268 13 8 ffffff
-267 13 8 ffffff
-266 13 8 ffffff
-279 14 8 ffffff
-278 14 8 ffffff
-277 14 8 ffffff
-276 14 8 ffffff
-275 14 8 ffffff
-274 14 8 ffffff
-273 14 8 ffffff
-272 14 8 ffffff
-271 14 8 ffffff
-270 14 8 ffffff
-269 14 8 ffffff
-268 14 8 ffffff
-267 14 8 ffffff
-266 14 8 ffffff
-279 3 9 ffffff
-278 3 9 ffffff
-277 3 9 ffffff
-276 3 9 ffffff
-275 3 9 ffffff
-274 3 9 ffffff
-273 3 9 ffffff
-272 3 9 ffffff
-271 3 9 ffffff
-270 3 9 ffffff
-279 4 9 ffffff
-278 4 9 ffffff
-277 4 9 ffffff
-276 4 9 ffffff
-275 4 9 ffffff
-274 4 9 ffffff
-273 4 9 ffffff
-272 4 9 ffffff
-271 4 9 ffffff
-270 4 9 ffffff
-279 5 9 ffffff
-278 5 9 ffffff
-277 5 9 ffffff
-276 5 9 ffffff
-275 5 9 ffffff
-274 5 9 ffffff
-273 5 9 ffffff
-272 5 9 ffffff
-271 5 9 ffffff
-270 5 9 ffffff
-279 6 9 ffffff
-278 6 9 ffffff
-277 6 9 ffffff
-276 6 9 ffffff
-275 6 9 ffffff
-274 6 9 ffffff
-273 6 9 ffffff
-272 6 9 ffffff
-271 6 9 ffffff
-270 6 9 ffffff
-279 7 9 ffffff
-278 7 9 ffffff
-277 7 9 ffffff
-276 7 9 ffffff
-275 7 9 ffffff
-274 7 9 ffffff
-273 7 9 ffffff
-272 7 9 ffffff
-271 7 9 ffffff
-270 7 9 ffffff
-279 8 9 ffffff
-278 8 9 ffffff
-277 8 9 ffffff
-276 8 9 ffffff
-275 8 9 ffffff
-274 8 9 ffffff
-273 8 9 ffffff
-272 8 9 ffffff
-271 8 9 ffffff
-270 8 9 ffffff
-267 8 9 ffffff
-266 8 9 ffffff
-279 9 9 ffffff
-278 9 9 ffffff
-277 9 9 ffffff
-276 9 9 ffffff
-275 9 9 ffffff
-274 9 9 ffffff
-273 9 9 ffffff
-272 9 9 ffffff
-271 9 9 ffffff
-270 9 9 ffffff
-279 10 9 ffffff
-278 10 9 ffffff
-277 10 9 ffffff
-276 10 9 ffffff
-275 10 9 ffffff
-274 10 9 ffffff
-273 10 9 ffffff
-272 10 9 ffffff
-271 10 9 ffffff
-270 10 9 ffffff
-279 11 9 ffffff
-278 11 9 ffffff
-277 11 9 ffffff
-276 11 9 ffffff
-275 11 9 ffffff
-274 11 9 ffffff
-273 11 9 ffffff
-272 11 9 ffffff
-271 11 9 ffffff
-270 11 9 ffffff
-279 12 9 ffffff
-278 12 9 ffffff
-277 12 9 ffffff
-276 12 9 ffffff
-275 12 9 ffffff
-274 12 9 ffffff
-273 12 9 ffffff
-272 12 9 ffffff
-271 12 9 ffffff
-270 12 9 ffffff
-279 13 9 ffffff
-278 13 9 ffffff
-277 13 9 ffffff
-276 13 9 ffffff
-275 13 9 ffffff
-274 13 9 ffffff
-273 13 9 ffffff
-272 13 9 ffffff
-271 13 9 ffffff
-270 13 9 ffffff
-279 14 9 ffffff
-278 14 9 ffffff
-277 14 9 ffffff
-276 14 9 ffffff
-275 14 9 ffffff
-274 14 9 ffffff
-273 14 9 ffffff
-272 14 9 ffffff
-271 14 9 ffffff
-270 14 9 ffffff
-276 8 10 ffffff
-275 8 10 ffffff
-272 8 10 ffffff
-271 8 10 ffffff
-267 8 10 ffffff
-266 8 10 ffffff
-276 8 11 ffffff
-275 8 11 ffffff
-272 8 11 ffffff
-271 8 11 ffffff
-267 8 11 ffffff
-266 8 11 ffffff
-265 2 8 ffffff
-264 2 8 ffffff
-263 2 8 ffffff
-262 2 8 ffffff
-261 2 8 ffffff
-260 2 8 ffffff
-259 2 8 ffffff
-258 2 8 ffffff
-257 2 8 ffffff
-256 2 8 ffffff
-255 2 8 ffffff
-254 2 8 ffffff
-253 2 8 ffffff
-252 2 8 ffffff
-265 3 8 ffffff
-264 3 8 ffffff
-263 3 8 ffffff
-262 3 8 ffffff
-261 3 8 ffffff
-260 3 8 ffffff
-259 3 8 ffffff
-258 3 8 ffffff
-257 3 8 ffffff
-256 3 8 ffffff
-255 3 8 ffffff
-254 3 8 ffffff
-253 3 8 ffffff
-252 3 8 ffffff
-265 4 8 ffffff
-264 4 8 ffffff
-263 4 8 ffffff
-262 4 8 ffffff
-261 4 8 ffffff
-260 4 8 ffffff
-259 4 8 ffffff
-258 4 8 ffffff
-257 4 8 ffffff
-256 4 8 ffffff
-255 4 8 ffffff
-254 4 8 ffffff
-253 4 8 ffffff
-252 4 8 ffffff
-265 5 8 ffffff
-264 5 8 ffffff
-263 5 8 ffffff
-262 5 8 ffffff
-261 5 8 ffffff
-260 5 8 ffffff
-259 5 8 ffffff
-258 5 8 ffffff
-257 5 8 ffffff
-256 5 8 ffffff
-255 5 8 ffffff
-254 5 8 ffffff
-253 5 8 ffffff
-252 5 8 ffffff
-265 6 8 ffffff
-264 6 8 ffffff
-263 6 8 ffffff
-262 6 8 ffffff
-261 6 8 ffffff
-260 6 8 ffffff
-259 6 8 ffffff
-258 6 8 ffffff
-257 6 8 ffffff
-256 6 8 ffffff
-255 6 8 ffffff
-254 6 8 ffffff
-253 6 8 ffffff
-252 6 8 ffffff
-265 7 8 ffffff
-264 7 8 ffffff
-263 7 8 ffffff
-262 7 8 ffffff
-261 7 8 ffffff
-260 7 8 ffffff
-259 7 8 ffffff
-258 7 8 ffffff
-257 7 8 ffffff
-256 7 8 ffffff
-255 7 8 ffffff
-254 7 8 ffffff
-253 7 8 ffffff
-252 7 8 ffffff
-265 8 8 ffffff
-264 8 8 ffffff
-263 8 8 ffffff
-262 8 8 ffffff
-261 8 8 ffffff
-260 8 8 ffffff
-259 8 8 ffffff
-258 8 8 ffffff
-257 8 8 ffffff
-256 8 8 ffffff
-255 8 8 ffffff
-254 8 8 ffffff
-253 8 8 ffffff
-252 8 8 ffffff
-265 9 8 ffffff
-264 9 8 ffffff
-263 9 8 ffffff
-262 9 8 ffffff
-261 9 8 ffffff
-260 9 8 ffffff
-259 9 8 ffffff
-258 9 8 ffffff
-257 9 8 ffffff
-256 9 8 ffffff
-255 9 8 ffffff
-254 9 8 ffffff
-253 9 8 ffffff
-252 9 8 ffffff
-265 10 8 ffffff
-264 10 8 ffffff
-263 10 8 ffffff
-262 10 8 ffffff
-261 10 8 ffffff
-260 10 8 ffffff
-259 10 8 ffffff
-258 10 8 ffffff
-257 10 8 ffffff
-256 10 8 ffffff
-255 10 8 ffffff
-254 10 8 ffffff
-253 10 8 ffffff
-252 10 8 ffffff
-265 11 8 ffffff
-264 11 8 ffffff
-263 11 8 ffffff
-262 11 8 ffffff
-261 11 8 ffffff
-260 11 8 ffffff
-259 11 8 ffffff
-258 11 8 ffffff
-257 11 8 ffffff
-256 11 8 ffffff
-255 11 8 ffffff
-254 11 8 ffffff
-253 11 8 ffffff
-252 11 8 ffffff
-265 12 8 ffffff
-264 12 8 ffffff
-263 12 8 ffffff
-262 12 8 ffffff
-261 12 8 ffffff
-260 12 8 ffffff
-259 12 8 ffffff
-258 12 8 ffffff
-257 12 8 ffffff
-256 12 8 ffffff
-255 12 8 ffffff
-254 12 8 ffffff
-253 12 8 ffffff
-252 12 8 ffffff
-265 13 8 ffffff
-264 13 8 ffffff
-263 13 8 ffffff
-262 13 8 ffffff
-261 13 8 ffffff
-260 13 8 ffffff
-259 13 8 ffffff
-258 13 8 ffffff
-257 13 8 ffffff
-256 13 8 ffffff
-255 13 8 ffffff
-254 13 8 ffffff
-253 13 8 ffffff
-252 13 8 ffffff
-265 14 8 ffffff
-264 14 8 ffffff
-263 14 8 ffffff
-262 14 8 ffffff
-261 14 8 ffffff
-260 14 8 ffffff
-259 14 8 ffffff
-258 14 8 ffffff
-257 14 8 ffffff
-256 14 8 ffffff
-255 14 8 ffffff
-254 14 8 ffffff
-253 14 8 ffffff
-252 14 8 ffffff
-265 8 9 ffffff
-264 8 9 ffffff
-255 8 9 ffffff
-254 8 9 ffffff
-265 8 10 ffffff
-264 8 10 ffffff
-265 8 11 ffffff
-264 8 11 ffffff
-251 2 8 ffffff
-250 2 8 ffffff
-249 2 8 ffffff
-248 2 8 ffffff
-247 2 8 ffffff
-246 2 8 ffffff
-245 2 8 ffffff
-244 2 8 ffffff
-243 2 8 ffffff
-242 2 8 ffffff
-241 2 8 ffffff
-240 2 8 ffffff
-239 2 8 ffffff
-238 2 8 ffffff
-251 3 8 ffffff
-250 3 8 ffffff
-249 3 8 ffffff
-248 3 8 ffffff
-247 3 8 ffffff
-246 3 8 ffffff
-245 3 8 ffffff
-244 3 8 ffffff
-243 3 8 ffffff
-242 3 8 ffffff
-241 3 8 ffffff
-240 3 8 ffffff
-239 3 8 ffffff
-238 3 8 ffffff
-251 4 8 ffffff
-250 4 8 ffffff
-249 4 8 ffffff
